,Specific Location,Amenities,Bedroom,Bathroom,Toilet,Description,Location,New,Duplex,Lux,Estate,locationbed,estate_price,terraced_price,new_price,value,location_rank,rank,Price
1540, after blenco supermarket before sangotedo market in ajah axis lekki. sangotedo ajah lagos,9,5,4,5,"A Brand New 4 Bedrooms Duplex with a Mini Flat BQ in a very serene, well secured, gated and guarded Estate with easy access to the express road, clean water, easy access roads and good ... Cheap. New. Drainage System. Parking Space. Fast Internet. 24 Hours Security. Boys Quater. Security. Security Doors. Big Compound. Restaurants Nearby. Supermarket Nearby. All Room Ensuit. Water Treatment. Pop Ceiling. Street Lights. ...",lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1541, majek sangotedo in ajah axis lekki. sangotedo ajah lagos,3,2,1,2,"A Very Nice New Mini Flat in a safe, guarded and secured area with clean water, good light and easy to access in Majek in Sangotedo in Ajah axis Lekki For Rent. ... Cheap. New. Drainage System. Parking Space. Fast Internet. 24 Hours Security. Security. Security Doors. Big Compound. Restaurants Nearby. Supermarket Nearby. All Room Ensuit. Water Treatment. Pop Ceiling. Street Lights. ...",lekki,0,0,0,0,lekki2,1500000.0,2000000.0,1700000.0,0,34,6,900000
1542, opp sangotedo market in ajah axis lekki. sangotedo ajah lagos,5,3,2,3,"A Very Sweet New 2 Bedrooms Flat in a well gated, guarded and secured Estate with clean water, good light and easy access to the express road Opposite Sangotedo Market in Ajah axis Lekki For ... Cheap. New. Drainage System. Big Compound. Parking Space. Supermarket Nearby. All Room Ensuit. Fast Internet. 24 Hours Security. Water Treatment. Pop Ceiling. Street Lights. Security. Security Doors. ...",lekki,0,0,0,0,lekki3,2000000.0,2500000.0,2500000.0,0,38,7,1000000
1543, opp sangotedo market in ajah axis lekki. sangotedo ajah lagos,7,4,3,4,"A Newly Finished 3 Bedrooms Flat in cool, guarded, secure and gated Estate with easy access roads, close to the express road, clean water and good light opposite Sangotedo Market in Sangotedo in Ajah axis ... Cheap. New. Drainage System. Parking Space. Fast Internet. 24 Hours Security. Security. Security Doors. Big Compound. Restaurants Nearby. Supermarket Nearby. All Room Ensuit. Water Treatment. Pop Ceiling. Street Lights. ...",lekki,0,0,0,0,lekki4,2500000.0,3500000.0,3000000.0,0,39,7,2000000
1544, orchid hotel road lekki phase 2 lekki lagos,10,5,5,5,"Fully serviced estate with amenities like swimming pool, gym,children play area,astroturf, cctv cameras and electric fence wire,uniform outfit security, and mobile police in the most serene and beautiful audience ... Serviced. Dry. New. Drainage System. Church Nearby. Parking Space. Fast Internet. 24 Hours Security. Swimming Pool. Boys Quater. Security. Security Doors. Big Compound. Restaurants Nearby. Cctv Cameras. Supermarket Nearby. All Room Ensuit. Jacuzzi. Gym. 24 Hours Electricity. Water Treatment. Pop Ceiling. Street Lights. Children Play Ground. ...",lekki,1,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,2,48,9,4000000
1545, orchid hotel road. lekki phase 2 lekki lagos,10,5,5,5,"Fully serviced estate with amenities like swimming pool, gym,children play area,astroturf, cctv cameras and electric fence wire,uniform outfit security, and mobile police in the most serene and beautiful ambience ... Serviced. Dry. New. Parking Space. Fast Internet. 24 Hours Security. Swimming Pool. Security. Security Doors. Big Compound. Restaurants Nearby. Supermarket Nearby. All Room Ensuit. Gym. 24 Hours Electricity. Water Treatment. Pop Ceiling. Street Lights. ...",lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1546, 18 ihuntayi street off palace road oniru estate lekki phase 1 lekki lagos,6,3,3,3,Is a 3bedroom flat with boys quarter. Swimming pool and packing spaces. ... New. Parking Space. 24 Hours Electricity. 24 Hours Security. Boys Quater. Street Lights. Security. ...,lekki,1,1,1,1,lekki3,2000000.0,2500000.0,2500000.0,4,38,7,3000000
1547, bera estate chevron lekki lagos,10,5,5,5,"5rooms duplex at Bera estate off chevron drive with jacuzzi, boys quarters and enough packing space. ... New. 24 Hours Electricity. 24 Hours Security. Street Lights. Security. ...",lekki,1,1,1,1,lekki5,3500000.0,5000000.0,4000000.0,4,48,9,5000000
1548, lekki lagos,4,2,2,2,Brand New 2 bedroom flat at Lekki All rooms en-suit CCTV camera Water treatment Security Services apartment Fit kitchen Good road Ac Good environment for family and friends to leave Rent 2m Services 300k ... ...,lekki,1,1,1,1,lekki2,1500000.0,2000000.0,1700000.0,4,34,6,2000000
1549, innocent street igbo efon igbo efon lekki lagos,2,1,1,1,Nice share apartment in an secure environment at igbo Efon the room is spacious and it has wardrobe and water and light ... Big Compound. Pop Ceiling. Parking Space. Water Treatment. Security. ...,lekki,0,0,0,0,lekki1,800000.0,1300000.0,1169999.9999999988,0,21,4,450000
1550, igbo efon igbo efon lekki lagos,2,1,1,1,Shared apartment at igbo efon..only kitchen to be shared..400..450 ... ...,lekki,0,0,0,0,lekki1,800000.0,1300000.0,1169999.9999999988,0,21,4,400000
1551, abraham adesanya estate ajah lagos,4,2,2,2,Spacious room and parlor in lekki scheme 2. 450k rent ... Security. Supermarket Nearby. Security Doors. Water Treatment. Street Lights. Restaurants Nearby. ...,lekki,0,0,0,0,lekki2,1500000.0,2000000.0,1700000.0,0,34,6,900000
1552, villa estate ikota lekki lagos,6,3,3,3,A 3 bedroom flat 2m for Rent N750 service charge. 24hrs light Location ikota Villa estate Agency 10% ... Serviced. New. Parking Space. 24 Hours Security. Pop Ceiling. All Room Ensuit. 24 Hours Electricity. Big Compound. ...,lekki,0,0,0,1,lekki3,2000000.0,2500000.0,2500000.0,1,38,7,2000000
1553, lekki garden estate phase 4 lekki gardens estate ajah lagos,9,5,4,5,Four bedroom duplex for rent located inside a well organised estate with 22 hours light guratee each day and 24/7 with a central water system. Along side a second to Non security. ... Furnished. Dry. Renovated. Serviced. 24 Hours Security. 24 Hours Electricity. C Of O. All Room Ensuit. ...,lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1554," megamound estate by lekki county estate, ikota lekki lagos",11,6,5,6,"An Executive and well Maintain 5nedroom Fully Detached Duplex + BQ with all Rooms en suit with a Guest toilet,, All tiles,,fitted wardrobes,,water heaters,,Cross Ventilated,,Jacuzzi Shower,,Fully Fitted Kitchen with store,,Security House,,Interlocked Compound,,Nice Neighborhood,, Enough Packing ... ...",lekki,0,0,0,0,lekki6,5500000.0,6200000.0,6200000.0,0,54,10,4700000
1555, behind the new shoprite in sangotedo in ajah axis lekki. sangotedo ajah lagos,10,5,5,5,"A Brand New Luxury and Superbly Finished 4 Bedrooms Duplex in a very beautiful, serene, cool, well gated, seriously guarded and highly secured Estate with clean water, good light, street lights, good roads, easy access ... Serviced. New. Cheap. Boys Quater. Cctv Cameras. Big Compound. Free Wifi. Restaurants Nearby. Security Doors. Front Desk Service. 24 Hours Security. Drainage System. Street Lights. Jacuzzi. Security. All Room Ensuit. Supermarket Nearby. Fast Internet. Gym. Parking Space. 24 Hours Electricity. Swimming Pool. Pop Ceiling. Children Play Ground. Child Care. Water Treatment. ...",lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1556, lekki phase 1 lekki phase 1 lekki lagos,10,5,5,5,A Super Luxury and expatriate standard terrace Duplex with the best of finish with premium quality and grade A facilities. It is a complete package ticking all the right boxes of luxury. - This ... New. Boys Quater. Cctv Cameras. Big Compound. 24 Hours Security. Drainage System. Jacuzzi. Security. All Room Ensuit. Gym. 24 Hours Electricity. Swimming Pool. Children Play Ground. Child Care. Water Treatment. ...,lekki,1,1,1,1,lekki5,3500000.0,5000000.0,4000000.0,4,48,9,5600000
1557, idado estate idado lekki lagos,7,4,3,4,A self serviced 3bedroom terrace duplex in a residential estate now available for letting. ... ...,lekki,0,0,0,1,lekki4,2500000.0,3500000.0,3000000.0,1,39,7,2500000
1558," behind cooplag garden, on orchid road ikota lekki lagos",6,3,3,3,"Clean 3 Bedroom Flat for Rent, Behind Cooplag Garden ... ...",lekki,0,0,0,0,lekki3,2000000.0,2500000.0,2500000.0,0,38,7,1000000
1559, beside french colony estate off agungi - ajiran road lekki agungi lekki lagos,5,3,2,3,Brand new 2 bedroom flat upstairs inside a gated Mini Estate Beside French Colony linking Osapa london and Agungi Lekki. Place is 90% completed. ... Serviced. New. All Room Ensuit. Supermarket Nearby. Pop Ceiling. 24 Hours Security. Water Treatment. ...,lekki,0,0,0,1,lekki3,2000000.0,2500000.0,2500000.0,1,38,7,2000000
1560, ik ikate lekki lagos,8,4,4,4,"FOR RENT!!! Serviced 4-Bedroom Terrace House with BQ FEATURES: Security Gatehouse, Borehole with Treatment Plant, BQ, Fitted Kitchen with Cabinets, All Rooms Ensuite, Swimming Pool, 24Hours Power Supply etc. LOCATION: Ikate Elegushi, Lekki RENT: N3.5m per annum SERVICE CHARGE: ... Boys Quater. All Room Ensuit. Big Compound. Swimming Pool. Pop Ceiling. 24 Hours Security. Water Treatment. ...",lekki,1,1,1,1,lekki4,2500000.0,3500000.0,3000000.0,4,39,7,3500000
1561, ikate elegushi ikate lekki lagos,9,5,4,5,Very sweet and lovely estate with good environment with plenty of play areas for children. Its newly built and rooms are spacious. 16-18hours light weekdays and 24hrs weekend ... ...,lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1562, jakande 1st gate jakande lekki lagos,7,4,3,4,"This contemporary block of flats is generously built with massive rooms, large balcony in all rooms, ante area, massive bathrooms and kitchen. If you are a lover of space. Nicely fitted kitchen with beautiful ground ... ...",lekki,0,0,0,1,lekki4,2500000.0,3500000.0,3000000.0,1,39,7,2500000
1563, behind nigel office lekki phase 1 lekki lagos,10,5,5,5,"Newly built 5bedroom duplex with be each room ensure',pop,cctv,jacuzzi, gascooker ,microwav marblefloor, etc. ... ...",lekki,1,1,1,1,lekki5,3500000.0,5000000.0,4000000.0,4,48,9,5000000
1564," ikate elegushi, ikate lekki lagos",8,4,4,4,"Excellent 4 BedRoom apartment in the heart of Lagos, All rooms include newly installed air conditioning and very spacious, flat-screen tv with cable channels, a large kitchen, a dining area and a private bathroom in ... ...",lekki,0,0,0,0,lekki4,2500000.0,3500000.0,3000000.0,0,39,7,2000000
1565, ikate lekki lagos,6,3,3,3,"fully serviced two bedroom flat (ground floor) for rent at new lekki horizon phase 2,meadow hall school road, ikate before fourth round about*. 24 hours light agency 10% legal 5% caution 5% light 24hrs...#65 per kilowatt ... ...",lekki,0,0,0,1,lekki3,2000000.0,2500000.0,2500000.0,1,38,7,2200000
1566, chevy view estate chevron lekki lagos,7,4,3,4,"Very lovely and nice apartment in a lovely environment. Serene environment with great ambience, lot of schools nearby, shopping mall as etc ... ...",lekki,0,0,0,0,lekki4,2500000.0,3500000.0,3000000.0,0,39,7,2000000
1567," bera estate, chevron. lekki phase 1 lekki lagos",9,5,4,5,"Brand new luxury 4 bedroom terrace duplex with BQ in bera estate chevron . Service charge #37,500 monthly . inclusive of generator light 7pm to 8am daily. All rooms ensuite Guest toilet Ample parking space Fitted kitchen with cabinets Modern fitted ... ...",lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1568, ikate lekki lagos,10,5,5,5,"A 5 bedroom detached duplex for rent Location: Ikate, Lekki Price: 6M/p.a Features: - New - All Rooms Ensuite - interlocked Floor - Fitted Kitchen - Pop Ceiling - Clean water - Walk-in Shower - Water Heater - Automated Gate ... New. All Room Ensuit. Cctv Cameras. Parking Space. 24 Hours Electricity. Pop Ceiling. 24 Hours Security. ...",lekki,1,1,1,1,lekki5,3500000.0,5000000.0,4000000.0,4,48,9,5600000
1569, lekki palm city estate off lekki epe expressway ajah lagos,7,4,3,4,"The apartment is a newly built 3 bedroom flat located in a gated, serene and secured estate. It is exquisitely painted both internally and externally. Floor is finished with vitrified tiles and ceiling with POP. ... New. Dry. All Room Ensuit. Water Treatment. ...",lekki,0,0,0,0,lekki4,2500000.0,3500000.0,3000000.0,0,39,7,2000000
1570, freedom way lekki phase 1 ikoyi lagos,10,5,5,5, For Sale - Detached 5 Bedroom (all ensuite) Duplex in Lekki Phase 1 Bedrooms – 5; Bathrooms – 5; Toilets – 6; Parking spaces – 6 Property title – Lagos State Governor’s Consent A piece ... Serviced. New. Furnished. Cheap. Dry. Boys Quater. Governor's Consent. Cctv Cameras. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Street Lights. Survey. Jacuzzi. Security. All Room Ensuit. Supermarket Nearby. Parking Space. 24 Hours Electricity. Pop Ceiling. Children Play Ground. C Of O. Water Treatment. ...,lekki,1,1,1,1,lekki5,3500000.0,5000000.0,4000000.0,4,48,9,5600000
1571," ikate lekki lagos, ikate lekki lagos",8,4,4,4,FOR RENT 4 BEDROOM FULLY DETACHED DUPLEX FOR SALE IN IKATE LEKKI LAGOS. Features: - All rooms ensuite - Fitted Kitchen with double door Refrigerator and washing machine - Ample Car Park for 5 cars - Electric remote control gate - ... ...,lekki,1,1,1,1,lekki4,2500000.0,3500000.0,3000000.0,4,39,7,4300000
1572, ologolo ologolo lekki lagos,5,3,2,3,Very lovely newly built unit of 2bedrooms flat apartment available for rent in a serene environment with proximity to VI and Ikoyi. Area is well secured and flood free. Apartment is neatly built with great ... ...,lekki,0,0,0,0,lekki3,2000000.0,2500000.0,2500000.0,0,38,7,1700000
1573, lekki lagos,2,1,1,1,"A newly built mini flat Location: lekki Rent: #1,600,000 Services charge:#150,000 Caution:#150k Agency and legal 5% each ... ...",lekki,1,1,1,1,lekki1,800000.0,1300000.0,1169999.9999999988,4,21,4,1600000
1574, ikate lekki lagos ikate lekki lagos,9,5,4,5,"Renovated 4 bedroom Terrace Duplex all rooms ensuite spacious sitting room and spacious fitted kitchen, POP ceiling masters bedroom with balcony facing interlocked road in Ikate. ... Cheap. Renovated. All Room Ensuit. Big Compound. Security Doors. Pop Ceiling. 24 Hours Security. Water Treatment. ...",lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1575, kusenla road ikate lekki lagos,7,4,3,4,"Luxury 3 bedroom flat with excellent facilities in a serviced estate in Ikate Eleguishi with 24 hours electricity, treated water, ample parking space, standard security and armed mobile police etc. ... ...",lekki,1,0,0,1,lekki4,2500000.0,3500000.0,3000000.0,2,39,7,3000000
1576, lekki lagos,2,1,1,1,A decent mini flat available for rent in Lekki The house is located in a clean and secured environment. Its also very close to the main road. ... ...,lekki,1,1,1,1,lekki1,800000.0,1300000.0,1169999.9999999988,4,21,4,1300000
1577, lekki phase1 lekki phase 1 lekki lagos,7,4,3,4,Nice apartment for rent in a lovely environment with a BQ Rent 2.5m S/c 1m Agency and Agreement 10% each ... Serviced. Renovated. Boys Quater. Security. All Room Ensuit. Big Compound. Supermarket Nearby. Security Doors. Parking Space. 24 Hours Electricity. Pop Ceiling. 24 Hours Security. Water Treatment. ...,lekki,0,0,0,1,lekki4,2500000.0,3500000.0,3000000.0,1,39,7,2500000
1578, ikota villa estate ikota lekki lagos,7,4,3,4,The property is a block of flats located in a gated estate. The apartment available is a spacious 3 bedroom flat. Ceiling is finished with POP and floor with tiles. Rent is slightly negotiable ... ...,lekki,0,0,0,0,lekki4,2500000.0,3500000.0,3000000.0,0,39,7,2000000
1579," off babatunde anjouse street, lekki phase 1 lekki lagos",5,3,2,3,"Now Letting: Premium 2 bedroom serviced flat with fitted air conditioner and kitchen. With 24 hours guaranteed light. Ideal for newly wedded couples, working class singles and for company quest house. The property is located in a quiet ... ...",lekki,1,1,0,1,lekki3,2000000.0,2500000.0,2500000.0,3,38,7,2500000
1580, lekki phase1 lekki phase 1 lekki lagos,5,3,2,3,Nice apartment in lekki phase1 for rent Rent 3.5m Caution fee 5% S/c 750k Agreement 5% Agency 10% Call us at Vicals Property for pictures and inspection ... Serviced. New. Furnished. Boys Quater. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Security. All Room Ensuit. Supermarket Nearby. Gym. Parking Space. 24 Hours Electricity. Swimming Pool. Pop Ceiling. C Of O. Water Treatment. ...,lekki,1,1,1,1,lekki3,2000000.0,2500000.0,2500000.0,4,38,7,3500000
1581, oral estate lekki lagos,8,4,4,4,FULLY DETACHED CONTEMPORARY DUPLEX Pay and park in brand new 5 beds Fully Detached Duplex FEATURES: Secured and gated estate Jacuzzi Interlocked road Well channelled drainage system Large parking space Spacious living room with guest toilet Dining session Well positioned fitted kitchen with back door Pop ... Serviced. New. Security. All Room Ensuit. Cctv Cameras. Big Compound. Parking Space. 24 Hours Electricity. Pop Ceiling. 24 Hours Security. Water Treatment. ...,lekki,1,1,1,1,lekki4,2500000.0,3500000.0,3000000.0,4,39,7,4300000
1582, ikate lekki lagos,5,3,2,3,"Serviced 2 bedroom flat available for rent in a serene environment at lkate. Rooms are spacious and en-suite with wardrobe. Fitted kitchen and ample parking space. Rent is 2m Service charge 450k covers treatment of water, waste disposal, ... ...",lekki,0,0,0,1,lekki3,2000000.0,2500000.0,2500000.0,1,38,7,2000000
1583," ikate elegushi, ikate lekki lagos",7,4,3,4,Furnished 3 Bedroom Apartment with b.q Features: 24 hours security. 24 hours water and power supply. Flat screen TV . Complimentary DSTV Channels Treated water and Sewage/waste disposal services Free Cleaning services. Modern kitchen + washer dryer Ensuited Bedrooms 3 Bathrooms Toilet ... ...,lekki,0,0,0,0,lekki4,2500000.0,3500000.0,3000000.0,0,39,7,2000000
1584, lekki phase1 lekki phase 1 lekki lagos,7,4,3,4,"Lovely apartment in lekki phase1 for rent Rent 5m Security deposit 1m Disel deposit 1m S/c 500k Agency 500k Agreement 250k AC, BQ, 24/7power, CCTV camera Total package 8.250,000 ... Serviced. New. Furnished. Boys Quater. Governor's Consent. Cctv Cameras. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Street Lights. Church Nearby. All Room Ensuit. Supermarket Nearby. Gym. Parking Space. 24 Hours Electricity. Pop Ceiling. C Of O. Water Treatment. ...",lekki,1,1,1,1,lekki4,2500000.0,3500000.0,3000000.0,4,39,7,4300000
1585," ogunfayo mini estate awoyaya, awoyaya ibeju lekki lagos",10,5,5,5,Well spacious appartment. It has two different terraced. Biggest is 1.5m while big is 1m but all spacious... ... ...,lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1586, jakande lekki lagos,8,4,4,4,"Lovely 3 bedrooms penthouse with 24hours power at Cadogan estate, Jakande, Lekki ... Serviced. New. Cheap. Dry. Jacuzzi. All Room Ensuit. Cctv Cameras. Big Compound. Gym. Parking Space. 24 Hours Electricity. Pop Ceiling. 24 Hours Security. Street Lights. Water Treatment. ...",lekki,1,1,1,1,lekki4,2500000.0,3500000.0,3000000.0,4,39,7,3800000
1587, lekki lagos,8,4,4,4,"4 Bedroom Terrace Duplex with a room bq, pool, gym, diesel, gen.etc Location: Lekki, Lagos Rent: N2.7M Service Charge: N57k Monthly ... ...",lekki,0,0,0,1,lekki4,2500000.0,3500000.0,3000000.0,1,39,7,2700000
1588, osapa london lekki lagos,9,5,4,5,Lovely 4 bedroom semi-detached duplex ... ...,lekki,1,1,1,1,lekki5,3500000.0,5000000.0,4000000.0,4,48,9,5000000
1589, osapa osapa london lekki lagos,9,5,4,5,"Lovely semi detached duplex within a residential estate that is well planned, great play area for children, supermarket, swimming pool, physical and armed security guards on standby 24/7 etc ... ...",lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3600000
1590, chevron lekki lagos,8,4,4,4,"Brand new 4 bedroom detached duplex with bq, at chevron alternative route, chevron. ... ...",lekki,1,1,1,1,lekki4,2500000.0,3500000.0,3000000.0,4,39,7,3500000
1591, chevron lekki lagos,8,4,4,4,"FULLY SERVICED 4 BEDROOM SEMI-DETACHED DUPLEX FOR RENT!!! - - Chevron, Lekki, Lagos Price: 3.5M per annum Features: - New - All Rooms Ensuite - Carport - CCTV Cameras - Swimming Pool - Fully Fitted Kitchen - Stamped Concrete Floor - 2 Lounges - Sound System ... Serviced. New. Boys Quater. All Room Ensuit. Big Compound. Security Doors. 24 Hours Electricity. Swimming Pool. Pop Ceiling. 24 Hours Security. ...",lekki,1,1,1,1,lekki4,2500000.0,3500000.0,3000000.0,4,39,7,3500000
1592, osapa osapa london lekki lagos,10,5,5,5,"Executive Semi-Detached Duplex in a Serene environment, secured estate, water treatment plant, pay and park-in, excellent proximity, stable power supply, adorable kitchen etc ... ...",lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1593, chevron lekki lagos,9,5,4,5,NEW LISTING... This is a newly beautiful 4 bedroom semi-detached duplex available for rent. FEATURES: Smoke Detector Security House Water Treatment Plant Power Kitchen Design Well-interlocked compound Very Spacious Compound Giant Sized sitting room & bedrooms Highly Detailed Finishing Title: Governors Consent. ... New. ...,lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1594," ikota villa estate, ikota lekki lagos",11,5,6,5,Magnificently built 5 Bedroom Detached townhouse with bq and located at ikota Villa EstateLekki Price : N3.5Million ________________________________ Features 1. All rooms ensuite 2. 2 Family Lounge 3. 4. Fitted kitchen 5. Stamped Concrete Floor 7. Inbuilt Sound System 8. Closet 9. CCTV 10. POP Ceilings 11. Spacious ... ...,lekki,1,1,1,1,lekki5,3500000.0,5000000.0,4000000.0,4,48,9,5600000
1595, lekki phase 1 lekki lagos,10,5,5,5,FOR RENT!!! • • Detail: 5 Bedroom Detached Duplex for Rent! Location: Lekki Phase 1 Price: N15m Features: - All Rooms Ensuite - 24hrs Security - 2 Boy’s Quarter - Big Compound - Solar Panels - CCTV Cameras - Bathtub - Smoke Detectors - Cinema - Fully Fitted ... Serviced. New. Furnished. All Room Ensuit. Big Compound. Parking Space. 24 Hours Electricity. Swimming Pool. Pop Ceiling. 24 Hours Security. ...,lekki,1,1,1,1,lekki5,3500000.0,5000000.0,4000000.0,4,48,9,5600000
1596, ikota villa gra ikota lekki lagos,5,3,2,3,"Lovely and spacious 2 bedroom apartment with luxury finishing. Sitting room is spacious, spacious dining room and kitchen and very reasonably spacious rooms with cross ventilation ... ...",lekki,0,0,0,0,lekki3,2000000.0,2500000.0,2500000.0,0,38,7,1500000
1597, majek opp fara park after crown estate in sangotedo in ajah axis lekki. crown estate ajah lagos,8,4,4,4,"Freshly Built Superb 3 Bedrooms Flat in a cool, gated and secured area with clean water, good light and easy access roads in Majek opp Fara Park after Crown Estate in Sangotedo in Ajah axis ... New. Cheap. Security. All Room Ensuit. Big Compound. Supermarket Nearby. Fast Internet. Restaurants Nearby. Security Doors. Parking Space. Pop Ceiling. Drainage System. Street Lights. Water Treatment. ...",lekki,0,0,0,0,lekki4,2500000.0,3500000.0,3000000.0,0,39,7,2000000
1598, bera chevron lekki lagos,8,4,4,4,"A lovely 3 bedroom flat at bera estate,all rooms ensuite,good road,secured clean water. ... Cheap. All Room Ensuit. Big Compound. Restaurants Nearby. Security Doors. Parking Space. Pop Ceiling. 24 Hours Security. Drainage System. Street Lights. Water Treatment. ...",lekki,0,0,0,0,lekki4,2500000.0,3500000.0,3000000.0,0,39,7,2000000
1599, dr alakija lekki phase 1 lekki lagos,8,4,4,4,"This property is suitable for both residential and commercial, in a great location just 1 mins to the lekki epe expressway. It’s a 3 bedroom apartment with 1 guest room, all rooms ensuite,environment is not ... ...",lekki,1,0,0,1,lekki4,2500000.0,3500000.0,3000000.0,2,39,7,3000000
1600, alternative route chevron lekki lagos,9,5,4,5,"Newly Finished 4 Bedroom Terrace Duplex for Rent. Property Features: - Quality upscale finishing - Quality wardrobes and tiles - Gas cooker - Extractor - Master bedroom with Jacuzzi - Ample parking space - And all necessary electrical and plumbing fittings, ready ... New. Security. Supermarket Nearby. Security Doors. Parking Space. Pop Ceiling. Street Lights. Water Treatment. ...",lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1601, ologolo ologolo lekki lagos,3,2,1,2,"A very neat, nice and lovely mini flat now available for rent in a location with good proximity to the express, good interlocked roads, good constant electricity and etc. Rent: 1,000,000 Service charge: 240,000 Agency: 10% Legal: 10% Caution: 100k ... ...",lekki,0,0,0,0,lekki2,1500000.0,2000000.0,1700000.0,0,34,6,1000000
1602, ikate lekki lagos,9,5,4,5,*FOR RENT IN IKATE* Newly built & Well finished 4bedroom Semi-detached duplex with a BQ is available for RENT in Ikate. Price - N4.5M Agency - 10% Agreement - 5% Caution - 5% *Total Package N5.4M* ... New. Furnished. Dry. Boys Quater. Security. All Room Ensuit. Big Compound. Restaurants Nearby. Security Doors. Parking Space. 24 Hours Electricity. Pop Ceiling. 24 Hours Security. Water Treatment. ...,lekki,1,0,1,1,lekki5,3500000.0,5000000.0,4000000.0,3,48,9,4500000
1603, bera estate chevron lekki lagos,7,4,3,4,Available ... ...,lekki,0,0,0,0,lekki4,2500000.0,3500000.0,3000000.0,0,39,7,2000000
1604, lekki palms estate lavalon hotel estate off addo road ajah ado ajah lagos,9,5,4,5,4 bedroom stand alone detached duplex all rooms ensuite with big studio kitchen with spacious sitting room and dinning inside a mini estate facing interlocked road. ... Renovated. All Room Ensuit. Big Compound. Security Doors. Pop Ceiling. 24 Hours Security. Water Treatment. ...,lekki,0,0,0,1,lekki5,3500000.0,5000000.0,4000000.0,1,48,9,3500000
1605, lekki lagos,4,2,2,2,2 bedroom serviced apartment in a gated estate by Lekki second round about occupied by a tenant for an annual rent in the sum of N2m. Sales Price N40m ... ...,lekki,1,1,1,1,lekki2,1500000.0,2000000.0,1700000.0,4,34,6,2000000
1606, agungi road lekki lagos,2,1,1,1,A very sizable shop for business or office located at AGUNGI Road Lekki. Neat with good security Standby Generator Uniform security Good proximity to the express ... ...,lekki,0,0,0,1,lekki1,800000.0,1300000.0,1169999.9999999988,1,21,4,800000
1607, southern view estate beside lekki conservation center opp chevron lekki peninsula lekki chevron lekki lagos,2,1,1,1,Tastefully renovated Miniflat with POP ceiling small fitted kitchen with wardrobe inside a secured Estate with tight security facing interlocked road inside. ... Renovated. All Room Ensuit. Pop Ceiling. ...,lekki,0,0,0,1,lekki1,800000.0,1300000.0,1169999.9999999988,1,21,4,900000
1608, chevy view lekki lagos,11,6,5,6,"Location-chevy view. Composition- brand new twin duplex with a bq , it has solar and spacious compound. Rent-4.5m Legal- 10% Agency-10% ... ...",lekki,0,0,0,0,lekki6,5500000.0,6200000.0,6200000.0,0,54,10,4700000
1609, chevron drive chevron lekki lagos,7,4,3,4,Lovely 3 bedroom flat apartment with spacious rooms and round the clock security in a fully serviced estate with 24/7 electricity supply and clean water. Apartment is on the fourth floor (Construction of Elevator is ... ...,lekki,0,0,0,0,lekki4,2500000.0,3500000.0,3000000.0,0,39,7,2400000
1610, lekki lagos,10,5,5,5,A newly renovated 5bedroom detached duplex with a BQ Location: Lekki Rent: #8m Service charge: self service Power deposit: self service Caution:#200k Agency and legal 5% each ... ...,lekki,1,1,1,1,lekki5,3500000.0,5000000.0,4000000.0,4,48,9,5600000
1611, salem lekki phase 1 lekki lagos,7,4,3,4,Luxurious Well Built 3 Bedroom Apartment in a Gated Compound with Treated clean water. Rent: 1.5m Legal and Agency: 10% each Pay and move in.... ... ...,lekki,0,0,0,0,lekki4,2500000.0,3500000.0,3000000.0,0,39,7,2000000
1612, off castle and temple off admiralty road lekki phase 1 lekki lagos,7,4,3,4,Luxury 3 Bedroom Terrace House with Gallery over Looking the Grand Room with double height ceiling BQ Swimming pool 24 electricity 24 security ... Serviced. New. Boys Quater. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Security. All Room Ensuit. Supermarket Nearby. Parking Space. 24 Hours Electricity. Swimming Pool. Pop Ceiling. Water Treatment. ...,lekki,1,1,1,1,lekki4,2500000.0,3500000.0,3000000.0,4,39,7,4300000
